-74.191757 112.523712 14.999998 0.000000 0.000000 -1.000000 1.000000 1.000000 1.000000
-127.499985 112.523712 14.999998 0.000000 0.000000 -1.000000 1.000000 1.000000 1.000000
-127.499985 123.749985 14.999998 0.000000 0.000000 -1.000000 1.000000 1.000000 1.000000
-127.499985 123.749985 14.999998 0.000000 0.000000 -1.000000 1.000000 1.000000 1.000000
-67.499992 123.541183 14.999998 0.000000 0.000000 -1.000000 1.000000 1.000000 1.000000
-74.191757 112.523712 14.999998 0.000000 0.000000 -1.000000 1.000000 1.000000 1.000000
-74.191757 112.523712 14.999998 0.000000 0.000000 -1.000000 1.000000 1.000000 1.000000
-67.499992 123.541183 14.999998 0.000000 0.000000 -1.000000 1.000000 1.000000 1.000000
-67.499992 112.314896 14.999998 0.000000 0.000000 -1.000000 1.000000 1.000000 1.000000
142.499985 123.749985 -179.999985 0.000000 -1.000000 0.000000 1.000000 1.000000 1.000000
157.499985 123.749985 -179.999985 0.000000 -1.000000 0.000000 1.000000 1.000000 1.000000
157.499985 123.749985 7.499999 0.000000 -1.000000 0.000000 1.000000 1.000000 1.000000
142.499985 123.749985 -179.999985 0.000000 -1.000000 0.000000 1.000000 1.000000 1.000000
157.499985 123.749985 7.499999 0.000000 -1.000000 0.000000 1.000000 1.000000 1.000000
127.499985 123.749985 7.499999 0.000000 -1.000000 0.000000 1.000000 1.000000 1.000000
142.499985 123.749985 -179.999985 0.000000 -1.000000 0.000000 1.000000 1.000000 1.000000
127.499985 123.749985 7.499999 0.000000 -1.000000 0.000000 1.000000 1.000000 1.000000
67.499992 123.749985 7.499999 0.000000 -1.000000 0.000000 1.000000 1.000000 1.000000
142.499985 123.749985 -179.999985 0.000000 -1.000000 0.000000 1.000000 1.000000 1.000000
67.499992 123.749985 7.499999 0.000000 -1.000000 0.000000 1.000000 1.000000 1.000000
29.999996 123.749985 7.499999 0.000000 -1.000000 0.000000 1.000000 1.000000 1.000000
142.499985 123.749985 -179.999985 0.000000 -1.000000 0.000000 1.000000 1.000000 1.000000
29.999996 123.749985 7.499999 0.000000 -1.000000 0.000000 1.000000 1.000000 1.000000
-30.477898 123.749985 7.499999 0.000000 -1.000000 0.000000 1.000000 1.000000 1.000000
142.499985 123.749985 -179.999985 0.000000 -1.000000 0.000000 1.000000 1.000000 1.000000
-30.477898 123.749985 7.499999 0.000000 -1.000000 0.000000 1.000000 1.000000 1.000000
-67.499992 123.749985 7.499999 -0.000870 -0.999975 -0.006958 1.000000 1.000000 1.000000
142.499985 123.749985 -179.999985 0.000000 -1.000000 0.000000 1.000000 1.000000 1.000000
-67.499992 123.749985 7.499999 -0.000870 -0.999975 -0.006958 1.000000 1.000000 1.000000
-127.499985 123.749985 7.499999 0.000000 -1.000000 0.000000 1.000000 1.000000 1.000000
142.499985 123.749985 -179.999985 0.000000 -1.000000 0.000000 1.000000 1.000000 1.000000
-127.499985 123.749985 7.499999 0.000000 -1.000000 0.000000 1.000000 1.000000 1.000000
-142.499985 123.749985 -179.999985 0.000000 -1.000000 0.000000 1.000000 1.000000 1.000000
142.499985 123.749985 -179.999985 0.000000 -1.000000 0.000000 1.000000 1.000000 1.000000
-142.499985 123.749985 -179.999985 0.000000 -1.000000 0.000000 1.000000 1.000000 1.000000
142.499985 123.749985 -194.999969 0.000000 -1.000000 0.000000 1.000000 1.000000 1.000000
67.499992 123.749985 7.499999 0.000000 -1.000000 0.000000 1.000000 1.000000 1.000000
127.499985 123.749985 7.499999 0.000000 -1.000000 0.000000 1.000000 1.000000 1.000000
127.499985 123.749985 14.999998 0.000000 -1.000000 0.000000 1.000000 1.000000 1.000000
127.499985 123.749985 14.999998 0.000000 -1.000000 0.000000 1.000000 1.000000 1.000000
67.499992 123.749985 14.999998 0.000000 -1.000000 0.000000 1.000000 1.000000 1.000000
67.499992 123.749985 7.499999 0.000000 -1.000000 0.000000 1.000000 1.000000 1.000000
-142.499985 123.749985 -179.999985 0.000000 -1.000000 0.000000 1.000000 1.000000 1.000000
-142.499985 123.749985 -194.999969 0.000000 -1.000000 0.000000 1.000000 1.000000 1.000000
142.499985 123.749985 -194.999969 0.000000 -1.000000 0.000000 1.000000 1.000000 1.000000
-142.499985 123.749985 -179.999985 0.000000 -1.000000 0.000000 1.000000 1.000000 1.000000
-127.499985 123.749985 7.499999 0.000000 -1.000000 0.000000 1.000000 1.000000 1.000000
-157.499985 123.749985 7.499999 0.000000 -1.000000 0.000000 1.000000 1.000000 1.000000
-157.499985 123.749985 7.499999 0.000000 -1.000000 0.000000 1.000000 1.000000 1.000000
-157.499985 123.749985 -179.999985 0.000000 -1.000000 0.000000 1.000000 1.000000 1.000000
-142.499985 123.749985 -179.999985 0.000000 -1.000000 0.000000 1.000000 1.000000 1.000000
-127.499985 123.749985 14.999998 -0.001740 -0.999902 -0.013916 1.000000 1.000000 1.000000
-127.499985 123.749985 7.499999 0.000000 -1.000000 0.000000 1.000000 1.000000 1.000000
-67.499992 123.749985 7.499999 -0.000870 -0.999975 -0.006958 1.000000 1.000000 1.000000
-67.499992 123.749985 7.499999 -0.000870 -0.999975 -0.006958 1.000000 1.000000 1.000000
-67.499992 123.541183 14.999998 -0.003479 -0.999607 -0.027830 1.000000 1.000000 1.000000
-127.499985 123.749985 14.999998 -0.001740 -0.999902 -0.013916 1.000000 1.000000 1.000000
-30.477898 123.749985 14.822815 0.000000 -1.000000 0.000000 1.000000 1.000000 1.000000
-30.477898 123.749985 7.499999 0.000000 -1.000000 0.000000 1.000000 1.000000 1.000000
29.999996 123.749985 7.499999 0.000000 -1.000000 0.000000 1.000000 1.000000 1.000000
29.999996 123.749985 7.499999 0.000000 -1.000000 0.000000 1.000000 1.000000 1.000000
29.999996 123.749985 14.999998 0.000000 -1.000000 0.000000 1.000000 1.000000 1.000000
-30.477898 123.749985 14.822815 0.000000 -1.000000 0.000000 1.000000 1.000000 1.000000
120.696182 112.523712 14.999998 0.000000 0.000000 -1.000000 1.000000 1.000000 1.000000
127.499985 123.749985 14.999998 0.000000 0.000000 -1.000000 1.000000 1.000000 1.000000
127.499985 112.523712 14.999998 0.000000 0.000000 -1.000000 1.000000 1.000000 1.000000
120.696182 112.523712 14.999998 0.000000 0.000000 -1.000000 1.000000 1.000000 1.000000
67.499992 123.749985 14.999998 0.000000 0.000000 -1.000000 1.000000 1.000000 1.000000
127.499985 123.749985 14.999998 0.000000 0.000000 -1.000000 1.000000 1.000000 1.000000
120.696182 112.523712 14.999998 0.000000 0.000000 -1.000000 1.000000 1.000000 1.000000
67.499992 112.523712 14.999998 0.000000 0.000000 -1.000000 1.000000 1.000000 1.000000
67.499992 123.749985 14.999998 0.000000 0.000000 -1.000000 1.000000 1.000000 1.000000
125.228806 37.561520 14.999998 0.000000 0.000000 -1.000000 1.000000 1.000000 1.000000
